"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url1","Input.alg1","Input.url2","Input.alg2","Input.url3","Input.alg3","Input.url4","Input.alg4","Answer.closest","Answer.grab","Answer.iva","Answer.mvdr","Approve","Reject"
"3C8QQOM6JPCPLOE8WWGQ8OT3CBLLI0","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3CFVK00FWMWCFOH1LXC305ZIIAEL63","A224TK7J4KA1LV","Submitted","Wed Mar 15 13:41:11 PDT 2017","Wed Mar 15 13:41:30 PDT 2017","Sat Mar 18 13:41:30 PDT 2017","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s1.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s1.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s1.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s1.wav","closest","4","4","1","2"
"3C8QQOM6JPCPLOE8WWGQ8OT3CBLLI0","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3JNQLM5FT5XOXNY0YV00ASI62582LZ","A22BQTBZLQETW4","Submitted","Wed Mar 15 12:51:39 PDT 2017","Wed Mar 15 12:52:05 PDT 2017","Sat Mar 18 12:52:05 PDT 2017","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s1.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s1.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s1.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s1.wav","closest","5","4","3","3"
"32L724R85LVFC9T6OO9XP52NHLMIPV","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","382M9COHEIQJBTXA0TN23GNECZXEUD","A224TK7J4KA1LV","Submitted","Wed Mar 15 13:58:12 PDT 2017","Wed Mar 15 13:58:30 PDT 2017","Sat Mar 18 13:58:30 PDT 2017","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s2.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s2.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s2.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s2.wav","iva","5","5","2","3"
"32L724R85LVFC9T6OO9XP52NHLMIPV","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3IQ1VMJRYUVI1OSVMDQPB1A9EZXA9V","A2WGW5Y3ZFBDEC","Submitted","Wed Mar 15 15:10:16 PDT 2017","Wed Mar 15 15:16:19 PDT 2017","Sat Mar 18 15:16:19 PDT 2017","","","","363","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s2.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s2.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s2.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s2.wav","iva","5","4","2","2"
"32L724R85LVFC9T6OO9XP52NHLMIPV","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3X4MXAO0BHZLC1RKHZM3KB7UC4VWR4","A22BQTBZLQETW4","Submitted","Wed Mar 15 13:33:38 PDT 2017","Wed Mar 15 13:34:08 PDT 2017","Sat Mar 18 13:34:08 PDT 2017","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s2.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s2.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s2.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s2.wav","iva","5","4","2","3"
"3MDKGGG61QYXBHRC349SXCDFXXC6TU","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","31Q0U3WYDQQITHR2BXZCM4Q0FFR17A","A2R0YYUAWNT7UD","Submitted","Wed Mar 15 13:09:03 PDT 2017","Wed Mar 15 13:09:19 PDT 2017","Sat Mar 18 13:09:19 PDT 2017","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s3.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s3.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s3.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s3.wav","mvdr","3","2","1","1"
"3MDKGGG61QYXBHRC349SXCDFXXC6TU","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3IXEICO793U0Y1P6U6EUMW9ZCN16TS","A224TK7J4KA1LV","Submitted","Wed Mar 15 13:46:17 PDT 2017","Wed Mar 15 13:46:40 PDT 2017","Sat Mar 18 13:46:40 PDT 2017","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s3.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s3.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s3.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s3.wav","mvdr","5","4","2","2"
"3HO4MYYR12ZCBU6139Z228ZHGBJ6UL","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3QIYRE09Y4S7W2JPR4G1I1CQFU01NP","A224TK7J4KA1LV","Submitted","Wed Mar 15 13:55:08 PDT 2017","Wed Mar 15 13:55:27 PDT 2017","Sat Mar 18 13:55:27 PDT 2017","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s4.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s4.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s4.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s4.wav","grab","5","4","3","2"
"3HO4MYYR12ZCBU6139Z228ZHGBJ6UL","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","3SUWZRL0MZOY9I794BPZNA9Y9DF6E3","A2R0YYUAWNT7UD","Submitted","Wed Mar 15 14:01:23 PDT 2017","Wed Mar 15 14:01:38 PDT 2017","Sat Mar 18 14:01:38 PDT 2017","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s4.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s4.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s4.wav","mvdr","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s4.wav","grab","4","3","2","2"
"3XU80RHWHZRZF9885FF5S6H9L7P44B","3FKWIKNZF77YGQW3QBU6PK62D8VE7F","Speech Signal Cleaness & Quality Evaluation","Please rate the cleaness & quality of the speech signal processed by different algorithms","Speech quality, noise level","$0.10","Wed Mar 15 12:34:52 PDT 2017","10","BatchId:2726123;OriginalHitTemplateId:925990324;","3600","259200","Wed Mar 22 12:34:52 PDT 2017","","","33LK57MYLUG17BW27B6F9P68F8GSZC","A22BQTBZLQETW4","Submitted","Wed Mar 15 13:06:31 PDT 2017","Wed Mar 15 13:06:59 PDT 2017","Sat Mar 18 13:06:59 PDT 2017","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/grab_n1_s5.wav","grab","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/iva_n1_s5.wav","iva","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/closest_n1_s5.wav","closest","https://raw.githubusercontent.com/zhangyangbill/GRAB/master/MTurb_evaluate/170313/Dinei/mvdr_n1_s5.wav","mvdr","5","4","3","2"
