"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url1","Input.alg1","Input.url2","Input.alg2","Input.url3","Input.alg3","Answer.beamformed","Answer.closest","Answer.mvdr","Approve","Reject"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","33FOTY3KENWO5YMY2E7N2QIEYLPC1T","A2FXD55FJV1RSV","Submitted","Fri Sep 09 21:20:01 PDT 2016","Fri Sep 09 21:21:35 PDT 2016","Mon Sep 12 21:21:35 PDT 2016","","","","94","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","4","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3483FV8BEFU6E2VTBRUYL909U5M626","A34QZDSTKZ3JO9","Submitted","Fri Sep 09 20:46:37 PDT 2016","Fri Sep 09 20:47:30 PDT 2016","Mon Sep 12 20:47:30 PDT 2016","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","3","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3483FV8BEFU6E2VTBRUYL909U5O264","A19YLGTEAJ6G3N","Submitted","Fri Sep 09 21:05:55 PDT 2016","Fri Sep 09 21:06:43 PDT 2016","Mon Sep 12 21:06:43 PDT 2016","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","4","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","37XITHEISXKCY3LF08M28H0R2JERCZ","A3296G2BBVQSC2","Submitted","Fri Sep 09 21:05:56 PDT 2016","Fri Sep 09 21:06:26 PDT 2016","Mon Sep 12 21:06:26 PDT 2016","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","4","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3EKVH9QMEZF5ZBA8LE2CRFA1BRAD26","A2CWJRAEFZ44HU","Submitted","Fri Sep 09 21:02:10 PDT 2016","Fri Sep 09 21:02:59 PDT 2016","Mon Sep 12 21:02:59 PDT 2016","","","","49","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","3","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3J2UYBXQQMNZISSFW4QK2L7UX7A60U","A2ZB7JINNEE1G2","Submitted","Fri Sep 09 21:31:45 PDT 2016","Fri Sep 09 21:32:17 PDT 2016","Mon Sep 12 21:32:17 PDT 2016","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","4","2"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3L4D84MIL03MHNDIEVRUHHBG5UYHJF","A3SOZYQZWJOOYS","Submitted","Fri Sep 09 21:57:49 PDT 2016","Fri Sep 09 21:58:07 PDT 2016","Mon Sep 12 21:58:07 PDT 2016","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","3","3","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3MH9DQ757XNHV7T16ODQ3J8Q7AGUGM","A1GV0UZU0T2ORS","Submitted","Fri Sep 09 21:30:09 PDT 2016","Fri Sep 09 21:54:59 PDT 2016","Mon Sep 12 21:54:59 PDT 2016","","","","1490","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","2","2","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3QAPZX2QN5OB0R9E92EHC8QIH29028","A7NFYN7TYSNHK","Submitted","Fri Sep 09 21:42:16 PDT 2016","Fri Sep 09 21:46:48 PDT 2016","Mon Sep 12 21:46:48 PDT 2016","","","","272","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","4","4","1"
"37PGLWGSJTHE1IWQBW4PTOGOJK5KIZ","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","3VHP9MDGROVFVDG69DM8RSM8ZVBCFX","A65D3WVGHQUHO","Submitted","Fri Sep 09 21:41:01 PDT 2016","Fri Sep 09 21:41:41 PDT 2016","Mon Sep 12 21:41:41 PDT 2016","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_2.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_2.wav","mvdr","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_2.wav","beamformed","3","4","1"
"3C8QQOM6JPCPLOE8WWGQ8OT38KAIL0","3F4CSA8LJOIZZ9NHRFIARSG55M022W","Speech Signal Quality Evaluation","Please rate the quality of the speech signal processed by different algorithms","Speech signal, speech quality","$0.10","Fri Sep 09 20:41:40 PDT 2016","10","BatchId:2523896;","3600","259200","Fri Sep 16 20:41:40 PDT 2016","","","304SM51WA4F5PDTM1XQCN7Z560XBS0","A34QZDSTKZ3JO9","Submitted","Fri Sep 09 21:00:24 PDT 2016","Fri Sep 09 21:01:16 PDT 2016","Mon Sep 12 21:01:16 PDT 2016","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_closest_3.wav","closest","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_beamformed_3.wav","beamformed","http://research.microsoft.com/en-us/um/people/dinei/Sound2/Dinei_noise1_mvdr_3.wav","mvdr","3","3","1"
